2017-10-14 12:32:00,300 [检测状态线程] INFO  WxTools.Client.ViewModel.MainViewModel - 监测线程启动成功
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:40:58,166 [1] INFO  WxTools.Client.Dal.OperaDal - 初始化窗体成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:40:58,187 [1] INFO  WxTools.Client.Dal.OperaDal - 绑定成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:40:58,190 [检测状态线程] INFO  WxTools.Client.ViewModel.MainViewModel - 新的微信
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:40:58,202 [1] INFO  WxTools.Client.Dal.OperaDal - 初始化窗体成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:40:58,223 [1] INFO  WxTools.Client.Dal.OperaDal - 绑定成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:41:00,230 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:00,232 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:00,234 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:00,236 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:00,239 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:00,239 [检测状态线程] INFO  WxTools.Client.ViewModel.MainViewModel - 新的微信
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:00,248 [1] INFO  WxTools.Client.Dal.OperaDal - 初始化窗体成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:41:00,277 [1] INFO  WxTools.Client.Dal.OperaDal - 绑定成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:41:02,280 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:02,282 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:02,284 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:02,286 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:02,289 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:02,291 [检测状态线程] WARN  WxTools.Client.ViewModel.MainViewModel - 微信窗体大小被用户拖动，已经恢复
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:02,291 [检测状态线程] INFO  WxTools.Client.ViewModel.MainViewModel - 新的微信
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:02,295 [1] INFO  WxTools.Client.Dal.OperaDal - 初始化窗体成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:41:02,321 [1] INFO  WxTools.Client.Dal.OperaDal - 绑定成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:41:02,322 [检测状态线程] INFO  WxTools.Client.ViewModel.MainViewModel - 新的微信
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:02,348 [1] INFO  WxTools.Client.Dal.OperaDal - 初始化窗体成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:41:02,373 [1] INFO  WxTools.Client.Dal.OperaDal - 绑定成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:41:02,375 [检测状态线程] INFO  WxTools.Client.ViewModel.MainViewModel - 新的微信
 WxTools.Client.ViewModel.MainViewModelname2017-10-14 12:41:02,390 [1] INFO  WxTools.Client.Dal.OperaDal - 初始化窗体成功
 WxTools.Client.Dal.OperaDalname2017-10-14 12:41:02,428 [1] INFO  WxTools.Client.Dal.OperaDal - 绑定成功
